ratings,title,content,company,review_website
5,,Oberlo so far the best and I'll continue to use it.,Oberlo,Shopify
5,,"5 stars!Easy to set up, easy to use.Thanks for making it free!www.2ground.com",Oberlo,Shopify
5,,Quick and Easy. One of the best applications I have ever used!,Oberlo,Shopify
5,,best app forever  i used for 3 months it soo helpfull,Oberlo,Shopify
5,,Wow.. thank youu so much for make starter plan free!! such a great news for small business like us. your app is really amazing and usefull. you deserve 6*. may God bless you guys abundantly in many ways. Cheers for you guys ;),Oberlo,Shopify
5,,WoW that was so nice of Oberlo and so far loving this app of course you have to always be working on your store but that was pretty cool of them to let me use the app for free while I'm growing my site plus I'm having fun!!  Thanks again that was nice to wake up to!!!,Oberlo,Shopify
5,,Love that App !!!!  Helps me A lot !!!,Oberlo,Shopify
5,,Excellent application and Oberlo must be extremely generous to give something like that for free. I strongly recommend this application to everyone. You will have no regret to use it for two main reasons: Oberlo does excellent job and it has excellent support team. Thank you Oberlo.,Oberlo,Shopify
5,,Great App and thanks for making it free,Oberlo,Shopify
5,,"I love this app. It makes fulfilling my orders so much easier. Now that the starter plan is free it just makes me happy to know that you have our best interests at heart and are willing to help us make our businesses a success.  I am on a limited budget and this really helps.  I know that if my business really takes off, I would have not hesitate on upgrading.",Oberlo,Shopify
5,,"Wow Oberlo so far is a great app, easy to import products and fast performance, thank you for making it available to all of us.",Oberlo,Shopify
5,,"Oh thanks for making it free, we rely appreciate it, we will go full plan once we start making a profit we do not want you to go under and stop supporting the product now do we.",Oberlo,Shopify
5,,"I love this app, i finally have a solution to drop shipping off Aliexpress!!!! Theres nothing else like it on the internet (trust me iv'e looked everywhere), gone are the days of tediously uploading images and descriptions. Praise the lord!",Oberlo,Shopify
5,,"Amazing service, literally takes the hassle out of dropshipping!",Oberlo,Shopify
5,,i like oberlo it makes my work simpel,Oberlo,Shopify
5,,I am so excited you guys are offering Oberlo for free now! You guys are awesome! This app truly is remarkable and beneficial to all AliExpress dropshippers! Thank you!,Oberlo,Shopify
5,,Great App and easy to use.   FREE awesome...,Oberlo,Shopify
5,,"This a great app for someone who is bootstrapping their shopify store and wants to save tons of time in adding more products! This app has definitely saved me a lot of time and basically cut the time it took me to upload products in more than half!! I definitely recommend this app...try it out for yourself, and now it's Free so what have you got to lose!",Oberlo,Shopify
5,,"So happy to hear it is FREE! But even if it wasn't im so happy to use it, smooth use and  warm and kind customer service thank u",Oberlo,Shopify
5,,"Oberlo is amazing! Sooooo easy to use, and i just got an email saying its going to be FREE!!! Merry Christmas to you too Oberlo! Thanks for the support!",Oberlo,Shopify
5,,best app ever created.. best tool for your buisness,Oberlo,Shopify
5,,Seems like a very powerful app! And now free!Cant wait to try it out :),Oberlo,Shopify
4,,"I have not used Oberlo enough to give u a 5 star rating just yet:) One thing you could do to receive a definite 5 star rating from me (besides making the starter plan free, Thank you for that!) You could create a system that would sync discounts made on Aliexpress with the Shopify store, so that discounts on Aliexpress would show up as discounts on the Shopify store as well, creating urgency for the customer and helping store owners maintain their pricing strategies. Other than that, Thank you for an amazing app!",Oberlo,Shopify
5,,"i thank Allah i knew obeerlo,am so proud and happy of you guys,cant explain hoe much am happy working with you,no word can explain it but all i can say is THANK YOU OBERLO",Oberlo,Shopify
5,,Now free? wow guys thanks a bunch!!!!,Oberlo,Shopify
5,,Starter Plan is FREE for life? FTW!,Oberlo,Shopify
4,,That is great news indeed because I cant' imagine doing this business without Oberlo. The app is seamless and makes everything less time intensive. Thank you so much for a sensible app. I gave four stars only because I have not fulfilled and order through Oberlo as yet.,Oberlo,Shopify
5,,This is a great app . And now its free..,Oberlo,Shopify
5,,It's my one of the favorite app in Shopify. I highly recommend it.,Oberlo,Shopify
5,,"I am a new small business owner and just started using this app. I can't be more grateful that I have found it,  it makes running my shoplift store easy and convenient.  Thank you so much. I highly recommend  this app.",Oberlo,Shopify
5,,"Immediately I saw I was very pleased system featuresThe system meets the needs greatly shortens processes and makes the work experienceSo a very short time to start a business with hundreds of products.The system is also highly recommended raising phase and phase-sale productsIn addition, a support system is remarkable",Oberlo,Shopify
5,,This is a really great tool to improve your time and resources for your shopify store! Would definitely recommend this app to others. Thanks!,Oberlo,Shopify
5,,"Not bad guys, continue like this and everyone will gonna love you more.Have a good month, everybody!",Oberlo,Shopify
5,,Great Job. On making the Oberlo start package free. This help a lot of people get started and understand the value of your app and system. Thanks,Oberlo,Shopify
5,,"I'm so thrilled that Oberlo small plan becomes Free today as for startup and small business like mine it really does take the time to get notice and make a sell. This plan will help me a lot,  I'd happy to pay and upgrade when business grows to next step. Thank you Oberlo!",Oberlo,Shopify
5,,thank you so much Oberlo!!!! this will help me and my bussines a lot!!!!!!! you are the best!!!!,Oberlo,Shopify
4,,"Great News,this will be helpful the people who are new one in drop shipping.",Oberlo,Shopify
5,,"I have been highly impressed with the level of service, flexibility of the software, and the breadth of products. Still in first 10 days of the trial but can't imagine NOT paying for this. A true must have!",Oberlo,Shopify
5,,Thanks for being free now!! Happy Holidays Oberlo! You make ecommerce so much easier!,Oberlo,Shopify
5,,I'm in love with this app! It made my dropshipping business smooth-sailing and intuitive. It's so amazing and now it's free. It just makes this app all more amazing than before!,Oberlo,Shopify
5,,"I'm loving Oberlo! It is really intuitive and simple, yet effective way to handle your drop-shipping business. We are www.adorojewelry.com are please even more with free basic plan but already looking for upgrade. Keep doing good job!",Oberlo,Shopify
5,,This app is amazing! It's a must have for anyone doing drop shipping!! I would DEFINITELY recommend it to a friend. Get it!,Oberlo,Shopify
5,,Great! Im glad it's Free I love using Oberlo,Oberlo,Shopify
5,,The best help i had in my life ! Thank you !,Oberlo,Shopify
5,,"Great decision, really appreciate free of charge for Starting Plan... Thank you so much Oberlo!",Oberlo,Shopify
5,,Fantastic!! Thanks Oberlo...But I will move up to the Basic plan!!,Oberlo,Shopify
5,,Perfect companion app for aliexpress,Oberlo,Shopify
5,,"Great app!!I recommend to all!!thanks guys,without you it would not be so easy to open a shop!save time and now money!!!good luck to you!!!",Oberlo,Shopify
5,,YOU GUYS ARE AMAZING! Thanks for making this free! Love the app :),Oberlo,Shopify
5,,So happy to see that they have made the Starter Plan totally free. This app has been essential in its efficiency and time taken to sync orders has drastically cut since using Oberlo. Recommend!,Oberlo,Shopify
5,,I was using Oberlo before they even had a free trial and it's so helpful and worth it. The support team is extremely helpful and responsive and overall I have had a great experience. This is a great opportunity for small companies to start on a small budget and grow with their success. I'm so happy with their decision to move forward. Totally worth it all!,Oberlo,Shopify
5,,"Thanks Guy , Especially from someone who is just starting and hustling to make sales, great initiative",Oberlo,Shopify
5,,Great app really like this idea.,Oberlo,Shopify
5,,Oberlo starting plan is Now FREE !!! Waoww,Oberlo,Shopify
5,,"Absolutely love Oberlo, Couldn't run my site without it! :)",Oberlo,Shopify
5,,"Oberlo is super cool, easy to use and makes things happen very fast, support is good and on time. I recommend every drop shipping Shopify store to install Orbelo and make product management easy.",Oberlo,Shopify
5,,"I LOVE THIS APP, REALLY THE BEST TOOL I HAVE IN MY BUSINESS :) tHANK YOU OBERLO :) <3BEST REGARDS FROM TINA NORWAY",Oberlo,Shopify
5,,"Very important app in dropshipping business. Usefull app, quick browse and add product  from Aliexpress.",Oberlo,Shopify
5,,"Oberlo is a features rich app with a clean, easy to use design at the same time. Really great and now it's free! <3",Oberlo,Shopify
5,,Are you for real? That's amazing guys.. I wish you will get multiple loads of business out of your generosity.,Oberlo,Shopify
5,,"Great app, makes Dropshipping simple & more efficient",Oberlo,Shopify
5,,"Says what it does and does what it says. Beyond having to take some manual actions after a sale, the interface is user-friendly and easy to use. The follow-up emails instructing you on how to proceed after your first couple of sales is a great feature as well. - www.DigTheFalls.com",Oberlo,Shopify
3,,"This app is NOT FULLY AUTOMATIC! You'll have to use your personal funds to actually purchase the products before shopify pays you.  Theres no wallet, no paypal, nothing but a credit card to purchase the orders your customers have made. So if you have 10k in orders today, your going to have to pull out your credit card, actually purchase the product FIRST! So if you dont have 10k to purchase and fulfill the product, then your customers have to wait until shopify releases the money therefore giving your customers slow shipping and fulfillment. Then shipment goes out. I just felt like this needed to be known up front instead of loading this app just to start making sells to find out you have to use your personally funds.",Oberlo,Shopify
5,,Very USEFUL! Simple and Easy. TIME SAVER!!!!,Oberlo,Shopify
3,,"Oberlo is a great idea and program, but it needs to be improved in some points. For example, pictures are almost always duplicated when publishing a product and you can't delete them manually, so you have to save and upload them all again. It also often completely deletes pictures, tags or variants.",Oberlo,Shopify
5,,"Very easy to edit in bulk, I love the fact that the variations of the products are perfect!! I dont have to edit each TShirt that have 9 different colors & 5 different sizes & different prices! It take less than 2 minutes to edit then push to my shop! Without Oberlo I went from having 10 products for sale Now with Oberlo I have over 400!!!",Oberlo,Shopify
5,,Big Time Saver. Makes SO much more possible on Shopify.,Oberlo,Shopify
5,,Awesome time saving app and support is very friendly,Oberlo,Shopify
5,,One of the best app in shopify,Oberlo,Shopify
4,,The app is awesome but it is ridiculous that you have to go to a desktop computer to place your orders because ordering doesn't work in the Android cell phone environment.  This is a must fix.  4 stars for now.,Oberlo,Shopify
5,,Life saver! This app makes your life easier and more profitable!,Oberlo,Shopify
5,,"Great app.  Saves me tons of time by automating processes that would normally take hours.  This is a must have for any site handing ""drop shipping"".",Oberlo,Shopify
1,,I just received my first order and I can't add it to my aliexpress shopping cart.  I am going to have to manually enter all information.  Not useful :(,Oberlo,Shopify
5,,Oberlo makes it so much easier to get products to your store. The best tool to build large online stores.,Oberlo,Shopify
5,,"The interface is so easy to use, The support team is excellent and above all, without this app, I would not be able to conduct my business! They even help you tabulate the costs, revenue and net profit whilst giving you analysis everyday! Highly recommended",Oberlo,Shopify
5,,Excellent. Easy to use and whenever I had any questions they got back to me right away. Very friendly and helpful support staff. Thank you!,Oberlo,Shopify
1,,I have had 2 items sent as not as described.  I have filed 1 claim and have gotten no response about the claim and now I have had my CC # stolen after using it on their site.  Deliveries are late and many vendors are selling items that they are not supposed to be selling and i have had US companies tell me I am not authorized to sell items.  You cannot grow your own business if you use this company.,Oberlo,Shopify
3,,"Its impossible for me to order anything on ali express, now i have to upload tons of documents. Its no big deal to me, because i can find real dropship suppliers all day long. I do not need this middle man crap anyways.",Oberlo,Shopify
5,,I will use Oberlo again and recommend it to a friend? This is great product and very efficient.  It really saves time setting up your shop,Oberlo,Shopify
5,,just the best of it's category,Oberlo,Shopify
5,,GREAT APP . easy to use www.novaboxing.com,Oberlo,Shopify
3,,"This app is well built with a convenient interface and even works perfect. BUT if you are looking to add a lot of items on a daily/weekly base it is impossible!You create & edit your import list easily and once you done, you import it to your store; the app moves your imported products to another tab and you can create a new import list. The problem is that there is no sync between the imported products to the import list, meaning you can add the same product twice (or more). I realize it when I already had 400 products 'live'. The data must sync, I'm not going to check if I already imported every product I want to add?! I hope the team will find a solution soon :-( so I could upgrade my plan.It is a super important feature for a massive import, therefore 3 stars, otherwise, this app deserves 10 star!",Oberlo,Shopify
5,,Brilliant. Simple to use and very cheap. We use it as an addition to original products on Baristaswag.com,Oberlo,Shopify
5,,Oberlo has been great! Thank you!,Oberlo,Shopify
5,,Great Work of Oberlo :),Oberlo,Shopify
5,,Nice App for Drop Shipping Business !!,Oberlo,Shopify
5,,Fantastic app! Really helped make my store more efficient for me. So helpful!,Oberlo,Shopify
5,,Makes everything so much easier.,Oberlo,Shopify
5,,This app has made everything so much easier for me to run my business successfully. Thank you Oberlo!,Oberlo,Shopify
5,,An AMAZING tool at an affordable price.  Love the app and will continue to use it.  Very easy to understand and user friendly.  I highly recommend.,Oberlo,Shopify
5,,Highly recommended!!! Easy to use and value packed.,Oberlo,Shopify
5,,"Very helpful, an essential ...",Oberlo,Shopify
2,,Hmm. I wanted this to be good and I can see the advantages but for me there is a quite a few disadvantages.,Oberlo,Shopify
5,,I was a skeptic at first. It is easy to use and they keep making it better. Thanks Oberlo!,Oberlo,Shopify
5,,Great! Thanks for the new lowered price!,Oberlo,Shopify
5,,Oberloo is simply amazing. I can assure anyone that there is no other app on the market that offers anything as good as this. Currently using it to process orders on my webshop at www.buzzpokemon.com,Oberlo,Shopify
4,,The application was easy to install.  Setup and customization of the app is simple and the app is very user-friendly.,Oberlo,Shopify
5,,"Great app, i import 800 product to my store:",Oberlo,Shopify
5,,Great app. Saves time. Thank you.,Oberlo,Shopify
5,,"If it wasnt for this app, I would not have been able to have my shop up live in 1 week. best app ever. thank you! I hope you can make the same app for other wholesale sites too. Highly recommended! I'll never leave you Oberlo.",Oberlo,Shopify
5,,This app is what pays my bills,Oberlo,Shopify
5,,"I love this app. Very hard to imagine having things done without it! Congratulation for the great work, and Happy (recent) Birthday!...",Oberlo,Shopify
5,,Oberlo is a fantastic app! It saves me so much time by not having to fiddle around with a bunch of stuff when I want to add a product to my store or get an order fulfilled. Great job guys!,Oberlo,Shopify
5,,Dropshipping and you're not using this app? I call you crazy. This app is truly a time and life saver!,Oberlo,Shopify
5,,Fanastic and Fabulous App at an even more fabulous price! highly reccommended,Oberlo,Shopify
5,,This is a great app. Saves alot of time with uploading products. I check it everyday to find more products!,Oberlo,Shopify
5,,"A great business platform, and the admins are knowledgeable and helpful.",Oberlo,Shopify
5,,We've tried other apps like this one but nothing compares to the UI on this. Its super easy and gets the job done!,Oberlo,Shopify
5,,I lo<3e Oberlo! It saves me a TON of time. You simply CANNOT beat the price for all of the time that it saves you. I've had it installed for a few months (as a happy customer) and opened it up to see that they gave me a button to choose an option to DROP my monthly price while I grow my store! Are you kidding me? That speaks for their character! Thank you Oberlo for all of the time (and money) you've saved me. You're a peach! xoxo,Oberlo,Shopify
3,,Can you add the ability to fetch prices in CAN dollars and custom pricing rules such as:,Oberlo,Shopify
5,,"So far so good, easy to setup and configure",Oberlo,Shopify
4,,Savior! This app helped me transfer over my drop shipped items in a jiffy!,Oberlo,Shopify
5,,"The Bible for everybody doing drop-shipping. Install Oberlo, use Aliexpress, Manage your orders = PROFITOwner of https://nfl-gears.com - best NFL fun stuff ever",Oberlo,Shopify
5,,"If you're running a drop shipping business, this app is a must have. Absolute life saver.",Oberlo,Shopify
5,,This app and it's customer service is the BEST!!!,Oberlo,Shopify
5,,"Great App! Great Support!  Easy to use, and now even cheaper.  Give it a go!",Oberlo,Shopify
5,,Love this app. Use it with both of my businesses. Really good for syncing with already existing manufacturers who use aliexpress as well. Thanks!,Oberlo,Shopify
5,,Absolutely fantastic app! This app is a must have for anyone dropshipping with Aliexpress. The order process is literally a couple of clicks and its all done for you.,Oberlo,Shopify
5,,Top Notch App! It does what it's supposed to and more!,Oberlo,Shopify
5,,"Fantastic app, definitely would recommend makes like a lot easier. Thank you very much!",Oberlo,Shopify
5,,Makes picking products 10x easier!,Oberlo,Shopify
5,,I have this installed. It works like a breeze. Super easy to set up and pick your loot! Be sure you read up on all best practices at the Oberlo site/blog to get the best tips.,Oberlo,Shopify
5,,"Oberlo makes importing products fast and easy and I consider it an essential piece of kit. Customer service is fantastic too, highly recommend this app!",Oberlo,Shopify
5,,great app! a game changer to all ecomers!,Oberlo,Shopify
1,,"TERRIBLE CUSTOMER SERVICE AND SUPPORT!!!! TERRIBLE CUSTOMER SERVICE AND SUPPORT!!!! THERE IS NO, ABSOLUTELY NOT ONLINE CHAT!!!! THEY WILL REPLY YOU AFTER ONE OR TWO DAYS, WITH A VERY SHALLOW RESPONSES THAT  YOU COULD EASILY GOOGLE OR SEARCH THEIR APP AND FIND OUT!!!!!! SO FRUSTRATED WITH THEIR SERVICE!!!!!!! WASTE OF TIME!!!!!!",Oberlo,Shopify
5,,Excellent app. Very easy to use.,Oberlo,Shopify
5,,Way better now with the lower price and for the same quality of service!,Oberlo,Shopify
5,,This app works great in my Shopify store. It is easy to use and convenient in fulfilling orders.,Oberlo,Shopify
5,,"This app is great, Its easy to use, Very reasonabley priced  &  takes all the work out of you physically ordering your product.A life saver for all e-comm store.",Oberlo,Shopify
5,,"amazing app, really neat products!",Oberlo,Shopify
4,,"Great app! Really easy to use and configure. So convenient and works like a charm! Few minor bugs to be fixed, otherwise it would easily be a 5-star!",Oberlo,Shopify
5,,Thank you. I am planning to start a new store soon.,Oberlo,Shopify
5,,"Great app, time saver and makes life easy.",Oberlo,Shopify
5,,Perfect App!  Helps me supply my store in seconds and even gives me data I can use to choose the best products!  Thank you Oberlo!,Oberlo,Shopify
5,,Very swift app. Gets the job done!!!! Can't imagine using another. Oberlo makes product management a walk over. Very great app.!!!!,Oberlo,Shopify
5,,Probably one of the best tools created for Shopify: Very useful for anyone dealing with drop shipping from AliExpress suppliers.,Oberlo,Shopify
5,,"Great app! Simple, but efficient for Ali users.",Oberlo,Shopify
5,,Makes adding products so easy!!  I would definitely recommend it.,Oberlo,Shopify
5,,"Great App, We save so much time and effort. Thank you!",Oberlo,Shopify
5,,"The cheaper price definitely sweetened the deal, works a treat",Oberlo,Shopify
5,,"I am rather enthusiastic about Oberlo, and not without a reason. IMHO it's simply the best app out there - not only compared to those in its own field, but compared to every single of all the tens and maybe hundreds of apps I've seen and tested. Perfectly written, well thought, easy to install, reliable and covering every important aspect in working with Shopify and AliExpress, I only wish I had the same thing for Ebay and AliExpress. Beginning day one of the installation Oberlo saved me hours and hours of time. Kudos! And thanks to the developers.",Oberlo,Shopify
5,,So easy to use and saves me a TON of time!,Oberlo,Shopify
5,,"Love you guys, best service ever. You make a big difference in the e-commerce business.  JulieS",Oberlo,Shopify
5,,I love using oberlo. Made my first sale today :-),Oberlo,Shopify
5,,the best aliexpress importer hands down.,Oberlo,Shopify
5,,Happy to have Oberlo for my startup.. It is very helpful,Oberlo,Shopify
5,,Oberlo makes adding items to my store incredibly fast and easy! I am new to shopify and oberlo has been instrumental in helping me set things up. My site looklegit.com wouldnt exist without it.,Oberlo,Shopify
5,,This app makes my life so much easier when it comes to integrating with AliExpress! I love everything from the import process to the the price update functionality.,Oberlo,Shopify
5,,It is easy to work with this app.It makes it so easy to import the products that u no waste time.Thks Orbelo for ur help.I suggested new entrepeneurs to use it.They also agree that it is very easy touse it.Thanks one time more for making it so easy import products!!!,Oberlo,Shopify
5,,Easy to manage. Very good support.,Oberlo,Shopify
5,,Very useful. Easy to use. Well made tutorials. Waiting for new features :),Oberlo,Shopify
5,,Love Oberlo...awesome support as well...Thanks,Oberlo,Shopify
5,,A very useful app; intuitive feel and excellent customization capabilities that allow you to use the app in a way that best suits your business.Great job by the team at Oberlo!,Oberlo,Shopify
5,,Excellent app with the best customer service at an affordable price.,Oberlo,Shopify
5,,Great app!! Thanks for the price reduction.,Oberlo,Shopify
5,,Great app! It has made sourcing products from AliExpress ridiculously simple.,Oberlo,Shopify
5,,Great app. Super easy and intuitive to use. Such a time saver - and time is money!,Oberlo,Shopify
5,,So happy with this and certainly now with the discount!,Oberlo,Shopify
5,,"An amazing and must have app for those looking to dropship. They have literally thought of everything. Also, the customer service is top notch. I've asked 4-5 questions over the past 2 days and all have been answered within a few hours. Highly recommended.",Oberlo,Shopify
5,,Great just wish we had other places to import from than just aliexpress.,Oberlo,Shopify
4,,Very good and easy to work with!,Oberlo,Shopify
5,,Pretty much all you need. Just great,Oberlo,Shopify
5,,"I really like the Oberlo app. I thought I could keep up with my drop ship items myself, but it's more than a notion! Whew!Oberlo makes managing my drop ship business much easier and it's actually fun to run more store!",Oberlo,Shopify
5,,great stuff! I can now easily import products from aliexpress directly to my shop!,Oberlo,Shopify
5,,"great idea. fast, easy, and well priced.",Oberlo,Shopify
5,,Great App with an awesome support team behind.,Oberlo,Shopify
5,,Excellent app with excellent people behind the scenes supporting the app!,Oberlo,Shopify
5,,"Simply and quickly to add product to store, very useful.",Oberlo,Shopify
5,,At $4.90 this a no brainer!! Love this App!,Oberlo,Shopify
5,,Hi Oberlo Team,Oberlo,Shopify
5,,Great app!! Simple and easy to use. Only took me a few minutes to learn the basics and get going.,Oberlo,Shopify
5,,Amazingly convenient. A dropshipper's life saver!,Oberlo,Shopify
5,,Very easy to use app and works just great with Shopify!,Oberlo,Shopify
5,,"I'd like to give a REAL review.  So i'm sure that all of these reviews are legitimate now but I must admit I was quite hesitant about this app. Anybody familiar with shopify apps or just apps in general know that it's not that hard to fake a 5 star rating therefore I pretty much never trust these things and I found it quite hard to find reviews on Oberlo elsewhere.  This made me wary but after using it for a few months now I must say that Oberlo meets all expectations and beyond.  I'm using it for two of my websites right now and it creates efficiency at levels that I never would be able to meet on my own.  I highly recommend this app for the simple reason that it comes EXACTLY as advertised, it is absolutely a great investment, and easily pays itself back.  Keep up the good work Oberlo!",Oberlo,Shopify
5,,"This apps makes my life so easy, If i have not found the apps like all my hair will fall off. it make importing product to Aliexpress is so fun and fulfillment wow..You will regret not having this app",Oberlo,Shopify
5,,This app is fantastic! It allows us to access art equipment at a cheaper rate for consumers. Everyone is happy!,Oberlo,Shopify
5,,Makes it easy to manage products and orders. Definitely would recommend,Oberlo,Shopify
5,,Makes importing from Aliexpress a breeze!,Oberlo,Shopify
5,,Love this APP! It makes things soo much easier!,Oberlo,Shopify
5,,This App is amazing. All the stuff you need to aliexpress so simplified you dont need to look any further for any other app to connect your shopify shop to aliexpress.,Oberlo,Shopify
5,,Excellent app! I have been using it for a few weeks now and it has simplified the running of my store so much. It makes adding products to my store and taking care of all my orders so much faster and easier. The customer support is the bomb also.,Oberlo,Shopify
5,,Excellent!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,Oberlo,Shopify
5,,Love it. Greatest drop shipping app available,Oberlo,Shopify
5,,"Wahoo, it's a good new. thank you very much. Best regards.",Oberlo,Shopify
5,,This app has been a great help with starting our online store journey.,Oberlo,Shopify
5,,I don't know what I would do without oberlo!,Oberlo,Shopify
5,,Oberlo make it much faster to get products on to your store  track your inventory and help with your orders. It has save me so much time.,Oberlo,Shopify
5,,very cool!! and now even better at $5,Oberlo,Shopify
5,,"Great app, great support. Makes life a lot easier!",Oberlo,Shopify
5,,"Amazing app and excellent support from the founders, thanks!",Oberlo,Shopify
5,,"Oberlo makes life easier by having  created a seamless interface with Shopify, making running the business more efficient.  They are always improving as well, as we have seen a steady flow of improvements on an already stellar product.   Support too has become faster and sometimes is immediate via chat.We are very happy about having some of the drudge work taken out of the formula with this app.  Great tool, highly recommended.",Oberlo,Shopify
4,,Been using this App for over 3 months now and just love it. Makes adding new products a breeze and order just as easy.Awesome,Oberlo,Shopify
5,,"I love this app, Oberlo makes it so much better.",Oberlo,Shopify
5,,Absolutely necessary. The process of ordering is so easy. That makes me save up a lot of time.,Oberlo,Shopify
5,,"The second review because something wrong with the first one.Oberlo is cool, faster, easy to use and safe time. I need to know more after import product and what else we can do.Than you for the good news stater prices Oberlo $4.95 Monthly.the guru from Shopify told me I can download many products to Facebook but I can only see 21 products that no right for me.One more.What you think guys to use Oberlo with others factory  maybe brands stuff to make different I course using dropshipping?.Maybe others like Global sources etc.?thank you guys for everything",Oberlo,Shopify
5,,Oberlo is amazing application for both veterans and beginners. The chrome extension is easy to install and the short tutorial gives you all the information you need to get things going.,Oberlo,Shopify
5,,love how simple and easy the app makes dropshipping!,Oberlo,Shopify
5,,"Thanks for the Price Change, it helps shince im still just getting started.",Oberlo,Shopify
5,,Wow! Great app and now it's Free! Thank you,Oberlo,Shopify
5,,This is a great App if you're trying to speed up your product set up time on Shopify! Its a one click import of everything you need over to your product page on your Shopify site!! Recommend it!,Oberlo,Shopify
5,,Absolutely amazing app! saves me so much time and effort importing products into my shopify shop.,Oberlo,Shopify
5,,The easiest way to dropship from Aliexpress!,Oberlo,Shopify
5,,Simply I can't work without it!,Oberlo,Shopify
5,,"Excellent app, I would like to recommend it to everyone looking to connect Shopify and AliExpress.",Oberlo,Shopify
5,,"LIFE is MUCH easier incorporating this App in my Store. I can FLY-BY pre-select the items i like and that's it. Viola.!! After a few edits in Shopify mode, it's ready for publication. Fast and conveniently easy to use. Thanks OBERLO..!!  btw, thank you for the Price reduction on my Monthly subscription. A little bit of savingsHelp and goes a long way since I'm only on my 2nd month of operations. I appreciate the support. :)",Oberlo,Shopify
5,,This app is amazing and I highly recommend it. it will save you a ton of time,Oberlo,Shopify
4,,very impressed with the ease of use. Hoping for a few updates but overall amazing.,Oberlo,Shopify
5,,This app has saved me a ton of time.,Oberlo,Shopify
5,,Best right hand ever! now they just lowered the price but will tell you if they raised would still pay for... OBERLO is the only reason I have an online business because makes so so so easy to manage a store that look like a joke. i know it sounds like they paid me for that hahaha so now oberlo guys give me at least a smile for it lmaoo,Oberlo,Shopify
5,,"Great App for Drop Shipping, can't beat it for the price!",Oberlo,Shopify
5,,"Great App, I think is the best!!",Oberlo,Shopify
5,,Oberlo has been nothing short of amazing! Saves you so much time and now they even lowered their monthly price?! That's unheard of!,Oberlo,Shopify
5,,Oberlo is awesome! www.treasureraven.com works like a charm using this app!,Oberlo,Shopify
4,,"This app is a must for drop shipping from Aliexpress. It's easy to use,  saves a lot of time, and automatically imports products I choose to my website. An extra bonus is Oberlo provides useful tips on e-commerce and a forum area too. Oberlo is the one app I could not do without.",Oberlo,Shopify
5,,PHENOMINAL CUSTOMER SERVICE AND THE BEST DROPSHIPPING STORE INTEGRATION APP THERE IS!!!,Oberlo,Shopify
5,,I am excited to use this.... so far so good,Oberlo,Shopify
5,,"This is a fantastic product, I can spend more time on other things since installing, and you lowered the price WOW! thanks",Oberlo,Shopify
5,,Easiest way to import items from AliExpress into my shopify store. Saves me at least 2 hours a day.,Oberlo,Shopify
5,,Good rate for people starting a business. Thank you very much,Oberlo,Shopify
5,,"I love Oberlo and I'm ecstatic to see the price go down significantly. As a Small Business Owner, I was worried about paying the $14.99 once the trial was over. Thank you, Oberlo! You just got yourself a loyal customer! :)",Oberlo,Shopify
5,,I love Oberlo! Very easy to use and makes dropshipping painless!,Oberlo,Shopify
5,,Great App to start help boost your business!,Oberlo,Shopify
5,,"If you are doing drop-shipping with AliExpress, Oberlo is a no-brainer. Just get it!",Oberlo,Shopify
4,,cet app est super facile à utiliser j'adore et en cas de besoin ils sont toujours disponible prêt à vous aider j'adore.,Oberlo,Shopify
5,,Every dropshipping business owner should have this app. It has made the management of my business so much easier. Very friendly user too! I recommend this app to everyone,Oberlo,Shopify
5,,"Great app, takes hours of work and reduces it to a few minutes.  Great interface and easy to use and learn.  easily search, import and add products to your store.",Oberlo,Shopify
5,,Amazing! It helped our customer add a more personal style to our printed apparel. Only thing we wish could be upgraded is better shipping times but other than that. Great app!!!,Oberlo,Shopify
5,,"Oberlo, our store has been using your app for a few months now. Overall it's been a great app!! It make it easy to add products to our store and also place orders.",Oberlo,Shopify
5,,"Simplifies everything and cuts down time durastically and is super easy to use, even for beginners (like Me). Well worth the money, very happy with this product",Oberlo,Shopify
5,,Its a great app with prompt customer support.,Oberlo,Shopify
5,,Have only been using Oberlo a week or so but so far has made having a store 1000 times easier!,Oberlo,Shopify
5,,Very user friendly and you made the dropshipping very easy. Thanks.,Oberlo,Shopify
5,,"I just got some good practice with Oberlo, really easy to use! Simplicity is key to everything! Let's see how it will go when orders are coming in.:)",Oberlo,Shopify
5,,"Huge time saver.  They keep making changes and updates, and the software keeps getting better.  Good job!",Oberlo,Shopify
5,,"Probably, the best app ever for shopify !",Oberlo,Shopify
5,,"Very good news today in Oberlo. For me is very good this reduction price, now is better, now this app is completely FREE, because I am not a big seller, am sell same products every month. So, a big thanks for this gift.",Oberlo,Shopify
5,,Great app if you're looking for an app that integrates with Aliexpress. Really easy to use and I'm sure will help me be successful.,Oberlo,Shopify
5,,This app is great! Saves a lot of time. Wish there was a feature that would automatically send customers an order confirmation email once the tracking information has been synchronized from AliExpress.,Oberlo,Shopify
5,,Must have app to run a successful drop shipping business!,Oberlo,Shopify
5,,best app i have downloaded. I cant stress enough to say how much this app made my business grow and reduced my stress.,Oberlo,Shopify
5,,We couldn't work without it! Thank you,Oberlo,Shopify
